,inning,top_bot,home_team,away_team,pitch_number,ab_pitch_number,pitcher_name,pitcher_id,p_throw,order,batter_pos,batter_name,batter_id,stand,velocity,pitch name,pitch_name,pitch_type,balls,strikes,out_count,post_out_count,result,events,description,type,des,left,top,plate_x,plate_z,runner_id,post_runner_id,on_1b,on_2b,on_3b,bat_team,fld_team,away_score,home_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,fld_2,fld_3,fld_4,fld_5,fld_6,fld_7,fld_8,fld_9,umpire,umpire_1b,umpire_2b,umpire_3b,game_date,start_time,stadium,attendance,game_time_length,game_type,game_id,hit_direction,hit_distance,hit_angle,Zone,detailed_zone,runs_scored,away_runs_scored,home_runs_scored,event_out,fld_league,bat_league,home_league,away_league,swing,contact,IFH,FB,GB,LD,IFFB,OFFB,Pull,Center,Opposite,Left,Right,SL,SF,FA,FT,CT,CH,CB,SI,SP,XX,pitch_group
127,5,Bot,DeNA,広島,65.0,3.0,森下 暢仁,1900052,右,8.0,遊,大和,600003.0,右,126.0,チェンジアップ,Changeup,CH,1,1,0,0,ボール,,ball,B,ストレート、ランナー1塁,48.0,47.0,48.0,47.0,0,100,,,,DeNA,広島,0,0,0,0,0,0,0,0,會澤 翼,シャイナー,菊池 涼介,小園 海斗,矢野 雅哉,上本 崇司,秋山 翔吾,野間 峻祥,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,Out,14.0,0,0,0,0,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Offspeed
128,5,Bot,DeNA,広島,66.0,4.0,森下 暢仁,1900052,右,8.0,遊,大和,600003.0,右,130.0,チェンジアップ,Changeup,CH,2,1,0,0,ボール,,ball,B,ストレート、ランナー1塁,75.0,40.0,75.0,40.0,0,100,,,,DeNA,広島,0,0,0,0,0,0,0,0,會澤 翼,シャイナー,菊池 涼介,小園 海斗,矢野 雅哉,上本 崇司,秋山 翔吾,野間 峻祥,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,Out,14.0,0,0,0,0,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Offspeed
129,5,Bot,DeNA,広島,67.0,5.0,森下 暢仁,1900052,右,8.0,遊,大和,600003.0,右,,ストレート,Four-Seam Fastball,FF,3,1,0,0,四球,walk,ball,B,ストレート、ランナー1塁,100.0,189.0,100.0,189.0,0,100,,,,DeNA,広島,0,0,0,0,0,0,0,0,會澤 翼,シャイナー,菊池 涼介,小園 海斗,矢野 雅哉,上本 崇司,秋山 翔吾,野間 峻祥,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,Out,12.0,0,0,0,0,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fastball
130,5,Bot,DeNA,広島,68.0,1.0,森下 暢仁,1900052,右,9.0,投,東 克樹,1700058.0,左,145.0,ストレート,Four-Seam Fastball,FF,0,0,0,2,投併殺打,double_play,hit_into_play,X,145km/h ストレート、バント失敗,102.0,114.0,102.0,114.0,100,0,大和,,,DeNA,広島,0,0,0,0,0,0,0,0,會澤 翼,シャイナー,菊池 涼介,小園 海斗,矢野 雅哉,上本 崇司,秋山 翔吾,野間 峻祥,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,N,1.0,GO,In,6.0,0,0,0,2,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Fastball
131,5,Bot,DeNA,広島,69.0,1.0,森下 暢仁,1900052,右,1.0,中,梶原 昂希,2103703.0,左,148.0,ストレート,Four-Seam Fastball,FF,0,0,2,3,ファウル,,foul,S,148km/h ストレート、詰り、バット折れる、送球がバウンド（菊池）,93.0,115.0,93.0,115.0,0,0,,,,DeNA,広島,0,0,0,0,0,0,0,0,會澤 翼,シャイナー,菊池 涼介,小園 海斗,矢野 雅哉,上本 崇司,秋山 翔吾,野間 峻祥,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,In,6.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fastball
132,5,Bot,DeNA,広島,70.0,2.0,森下 暢仁,1900052,右,1.0,中,梶原 昂希,2103703.0,左,148.0,ストレート,Four-Seam Fastball,FF,0,1,2,3,二ゴロ,ground_out,hit_into_play,X,148km/h ストレート、詰り、バット折れる、送球がバウンド（菊池）,30.0,110.0,30.0,110.0,0,0,,,,DeNA,広島,0,0,0,0,0,0,0,0,會澤 翼,シャイナー,菊池 涼介,小園 海斗,矢野 雅哉,上本 崇司,秋山 翔吾,野間 峻祥,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,P,4.0,GO,In,4.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Fastball
133,6,Top,DeNA,広島,64.0,1.0,東 克樹,1700058,左,9.0,捕,會澤 翼,700050.0,右,133.0,ツーシーム,Two-Seam Fastball,FT,0,0,0,1,見逃し,,called_strike,S,126km/h チェンジアップ,34.0,140.0,34.0,140.0,0,0,,,,広島,DeNA,0,0,0,0,0,0,0,0,山本 祐大,オースティン,牧 秀悟,宮﨑 敏郎,大和,佐野 恵太,梶原 昂希,度会 隆輝,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,In,7.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fastball
134,6,Top,DeNA,広島,65.0,2.0,東 克樹,1700058,左,9.0,捕,會澤 翼,700050.0,右,126.0,チェンジアップ,Changeup,CH,0,1,0,1,三ゴロ,ground_out,hit_into_play,X,126km/h チェンジアップ,54.0,48.0,54.0,48.0,0,0,,,,広島,DeNA,0,0,0,0,0,0,0,0,山本 祐大,オースティン,牧 秀悟,宮﨑 敏郎,大和,佐野 恵太,梶原 昂希,度会 隆輝,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,E,4.0,GO,Out,14.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Offspeed
135,6,Top,DeNA,広島,66.0,1.0,東 克樹,1700058,左,1.0,中,秋山 翔吾,1000150.0,左,143.0,ストレート,Four-Seam Fastball,FF,0,0,1,2,見逃し,,called_strike,S,128km/h チェンジアップ,107.0,139.0,107.0,139.0,0,0,,,,広島,DeNA,0,0,0,0,0,0,0,0,山本 祐大,オースティン,牧 秀悟,宮﨑 敏郎,大和,佐野 恵太,梶原 昂希,度会 隆輝,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,In,9.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fastball
136,6,Top,DeNA,広島,67.0,2.0,東 克樹,1700058,左,1.0,中,秋山 翔吾,1000150.0,左,140.0,ストレート,Four-Seam Fastball,FF,0,1,1,2,見逃し,,called_strike,S,128km/h チェンジアップ,30.0,100.0,30.0,100.0,0,0,,,,広島,DeNA,0,0,0,0,0,0,0,0,山本 祐大,オースティン,牧 秀悟,宮﨑 敏郎,大和,佐野 恵太,梶原 昂希,度会 隆輝,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,In,4.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fastball
137,6,Top,DeNA,広島,68.0,3.0,東 克樹,1700058,左,1.0,中,秋山 翔吾,1000150.0,左,140.0,ストレート,Four-Seam Fastball,FF,0,2,1,2,ボール  [ハーフスイング],,ball,B,128km/h チェンジアップ,11.0,144.0,11.0,144.0,0,0,,,,広島,DeNA,0,0,0,0,0,0,0,0,山本 祐大,オースティン,牧 秀悟,宮﨑 敏郎,大和,佐野 恵太,梶原 昂希,度会 隆輝,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,Out,11.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fastball
138,6,Top,DeNA,広島,69.0,4.0,東 克樹,1700058,左,1.0,中,秋山 翔吾,1000150.0,左,128.0,チェンジアップ,Changeup,CH,1,2,1,2,遊ライナー,linedrive_out,hit_into_play,X,128km/h チェンジアップ,48.0,44.0,48.0,44.0,0,0,,,,広島,DeNA,0,0,0,0,0,0,0,0,山本 祐大,オースティン,牧 秀悟,宮﨑 敏郎,大和,佐野 恵太,梶原 昂希,度会 隆輝,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,J,4.0,LO,Out,14.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Offspeed
139,6,Top,DeNA,広島,70.0,1.0,東 克樹,1700058,左,2.0,遊,矢野 雅哉,2000065.0,左,132.0,カットボール,Cutter,FC,0,0,2,3,空振り,,swing_strike,S,128km/h チェンジアップ,68.0,110.0,68.0,110.0,0,0,,,,広島,DeNA,0,0,0,0,0,0,0,0,山本 祐大,オースティン,牧 秀悟,宮﨑 敏郎,大和,佐野 恵太,梶原 昂希,度会 隆輝,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,In,5.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Fastball
